path,label,crop
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner604_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner476_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner510_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner515_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner542_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner461_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner519_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner540_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner595_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner594_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner448_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner565_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner534_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner506_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner47_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner537_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner552_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner505_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner45_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner49_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner619_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner509_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner464_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner411_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner502_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner627_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner629_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner420_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner485_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner456_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner427_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner525_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner598_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner489_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner503_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner425_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner491_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner488_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner564_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner583_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner522_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner484_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner532_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner482_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner581_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner521_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner55_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner606_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner517_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner463_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner538_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner556_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner439_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner462_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner630_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner547_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner441_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner585_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner416_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner508_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner487_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner466_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner603_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner563_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner480_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner570_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner543_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner450_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner497_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner41_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner418_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner422_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner560_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner579_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner520_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner559_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner755_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner671_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner792_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner639_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner850_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner705_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner844_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner685_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner65_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner73_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner699_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner658_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner716_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner646_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner686_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner769_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner647_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner633_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner710_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner724_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner852_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner82_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner682_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner838_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner70_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner860_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner776_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner812_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner816_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner67_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner657_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner738_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner855_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner690_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner713_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner766_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner757_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner651_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner672_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner68_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner80_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner673_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner689_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner664_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner78_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner814_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner684_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner786_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner864_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner81_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner753_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner807_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner835_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner751_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner851_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner7_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner670_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner703_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner767_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner841_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner662_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner725_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner645_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner846_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner678_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner700_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner833_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner83_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner815_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner62_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner720_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner810_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner787_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner778_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner701_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner836_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner848_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner644_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner831_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner780_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner827_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner820_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner64_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner688_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner802_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner823_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner641_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner74_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner740_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner789_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner737_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner692_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner695_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner669_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner730_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner796_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner761_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner821_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner771_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner663_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner696_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner763_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner711_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner799_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner708_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner723_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner743_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner694_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner822_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner675_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner640_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner693_.jpg,leaf miner,Cashew
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Cashew/leaf miner/leaf miner819_.jpg,leaf miner,Cashew
