path,label,label_id
output/processed/verticulium wilt/verticulium wilt202_.jpg,verticulium wilt,17
output/processed/anthracnose/anthracnose1195_.jpg,anthracnose,0
output/processed/streak virus/streak virus375_.jpg,streak virus,16
output/processed/leaf spot/leaf spot954_.jpg,leaf spot,12
output/processed/septoria leaf spot/septoria leaf spot297_.jpg,septoria leaf spot,15
output/processed/healthy/healthy36_.jpg,healthy,7
output/processed/leaf spot/leaf spot224_.jpg,leaf spot,12
output/processed/bacterial blight/bacterial blight1221_.jpg,bacterial blight,1
output/processed/leaf spot/leaf spot59_.jpg,leaf spot,12
output/processed/leaf blight/leaf blight1255_.jpg,leaf blight,9
output/processed/leaf spot/leaf spot839_.jpg,leaf spot,12
output/processed/green mite/green mite211_.jpg,green mite,5
output/processed/red rust/red rust294_.jpg,red rust,14
output/processed/mosaic/mosaic49_.jpg,mosaic,13
output/processed/bacterial blight/bacterial blight619_.jpg,bacterial blight,1
output/processed/bacterial blight/bacterial blight1347_.jpg,bacterial blight,1
output/processed/brown spot/brown spot988_.jpg,brown spot,2
output/processed/green mite/green mite927_.jpg,green mite,5
output/processed/healthy/healthy25_.jpg,healthy,7
output/processed/green mite/green mite771_.jpg,green mite,5
output/processed/brown spot/brown spot1169_.jpg,brown spot,2
output/processed/grasshoper/grasshoper102_.jpg,grasshoper,4
output/processed/healthy/healthy1242_.jpg,healthy,7
output/processed/anthracnose/anthracnose320_.jpg,anthracnose,0
output/processed/brown spot/brown spot995_.jpg,brown spot,2
output/processed/septoria leaf spot/septoria leaf spot1980_-vA23FC.jpg,septoria leaf spot,15
output/processed/gumosis/gumosis147_.jpg,gumosis,6
output/processed/anthracnose/anthracnose445_.jpg,anthracnose,0
output/processed/anthracnose/anthracnose1290_.jpg,anthracnose,0
output/processed/leaf miner/leaf miner502_.jpg,leaf miner,11
output/processed/red rust/red rust530_.jpg,red rust,14
output/processed/red rust/red rust1193_.jpg,red rust,14
output/processed/mosaic/mosaic546_.jpg,mosaic,13
output/processed/bacterial blight/bacterial blight2227_.jpg,bacterial blight,1
output/processed/streak virus/streak virus283_.jpg,streak virus,16
output/processed/bacterial blight/bacterial blight2452_.jpg,bacterial blight,1
output/processed/brown spot/brown spot1138_.jpg,brown spot,2
output/processed/anthracnose/anthracnose675_.jpg,anthracnose,0
output/processed/septoria leaf spot/septoria leaf spot1439_.jpg,septoria leaf spot,15
output/processed/fall armyworm/fall armyworm142_.jpg,fall armyworm,3
output/processed/healthy/healthy833_.jpg,healthy,7
output/processed/leaf curl/leaf curl508_.jpg,leaf curl,10
output/processed/red rust/red rust930_.jpg,red rust,14
output/processed/septoria leaf spot/septoria leaf spot525_.jpg,septoria leaf spot,15
output/processed/green mite/green mite83_.jpg,green mite,5
output/processed/bacterial blight/bacterial blight468_.jpg,bacterial blight,1
output/processed/leaf spot/leaf spot480_.jpg,leaf spot,12
output/processed/anthracnose/anthracnose481_.jpg,anthracnose,0
output/processed/red rust/red rust201_.jpg,red rust,14
output/processed/red rust/red rust923_.jpg,red rust,14
output/processed/fall armyworm/fall armyworm138_.jpg,fall armyworm,3
output/processed/verticulium wilt/verticulium wilt69_.jpg,verticulium wilt,17
output/processed/bacterial blight/bacterial blight1703_.jpg,bacterial blight,1
output/processed/bacterial blight/bacterial blight742_.jpg,bacterial blight,1
output/processed/leaf spot/leaf spot550_.jpg,leaf spot,12
output/processed/septoria leaf spot/septoria leaf spot1710_.jpg,septoria leaf spot,15
output/processed/septoria leaf spot/septoria leaf spot155_.jpg,septoria leaf spot,15
output/processed/bacterial blight/bacterial blight1379_.jpg,bacterial blight,1
output/processed/green mite/green mite503_.jpg,green mite,5
output/processed/red rust/red rust192_.jpg,red rust,14
output/processed/septoria leaf spot/septoria leaf spot1941_-FedBqR.jpg,septoria leaf spot,15
output/processed/streak virus/streak virus294_.jpg,streak virus,16
output/processed/verticulium wilt/verticulium wilt650_.jpg,verticulium wilt,17
output/processed/leaf blight/leaf blight669_.jpg,leaf blight,9
output/processed/mosaic/mosaic534_.jpg,mosaic,13
output/processed/mosaic/mosaic313_.jpg,mosaic,13
output/processed/septoria leaf spot/septoria leaf spot1467_.jpg,septoria leaf spot,15
output/processed/healthy/healthy737_.jpg,healthy,7
output/processed/green mite/green mite995_.jpg,green mite,5
output/processed/bacterial blight/bacterial blight1677_.jpg,bacterial blight,1
output/processed/leaf miner/leaf miner43_.jpg,leaf miner,11
output/processed/septoria leaf spot/septoria leaf spot778_.jpg,septoria leaf spot,15
output/processed/anthracnose/anthracnose442_.jpg,anthracnose,0
output/processed/leaf miner/leaf miner175_.jpg,leaf miner,11
output/processed/septoria leaf spot/septoria leaf spot1546_.jpg,septoria leaf spot,15
output/processed/healthy/healthy249_.jpg,healthy,7
output/processed/verticulium wilt/verticulium wilt283_.jpg,verticulium wilt,17
output/processed/brown spot/brown spot1185_.jpg,brown spot,2
output/processed/mosaic/mosaic1026_.jpg,mosaic,13
output/processed/bacterial blight/bacterial blight1688_.jpg,bacterial blight,1
output/processed/bacterial blight/bacterial blight2086_.jpg,bacterial blight,1
output/processed/red rust/red rust536_.jpg,red rust,14
output/processed/healthy/healthy1264_.jpg,healthy,7
output/processed/leaf miner/leaf miner309_.jpg,leaf miner,11
output/processed/anthracnose/anthracnose1214_.jpg,anthracnose,0
output/processed/green mite/green mite369_.jpg,green mite,5
output/processed/leaf beetle/leaf beetle736_.jpg,leaf beetle,8
output/processed/leaf spot/leaf spot602_.jpg,leaf spot,12
output/processed/anthracnose/anthracnose1190_.jpg,anthracnose,0
output/processed/brown spot/brown spot1363_.jpg,brown spot,2
output/processed/bacterial blight/bacterial blight1520_.jpg,bacterial blight,1
output/processed/streak virus/streak virus45_.jpg,streak virus,16
output/processed/bacterial blight/bacterial blight1415_.jpg,bacterial blight,1
output/processed/bacterial blight/bacterial blight2233_.jpg,bacterial blight,1
output/processed/septoria leaf spot/septoria leaf spot1391_.jpg,septoria leaf spot,15
output/processed/septoria leaf spot/septoria leaf spot2349_-7bpYUM.jpg,septoria leaf spot,15
output/processed/healthy/healthy200_.jpg,healthy,7
output/processed/red rust/red rust1682_.jpg,red rust,14
output/processed/healthy/healthy114_.jpg,healthy,7
output/processed/anthracnose/anthracnose452_.jpg,anthracnose,0
output/processed/septoria leaf spot/septoria leaf spot1195_.jpg,septoria leaf spot,15
output/processed/red rust/red rust1049_.jpg,red rust,14
output/processed/anthracnose/anthracnose114_.jpg,anthracnose,0
output/processed/fall armyworm/fall armyworm191_.jpg,fall armyworm,3
output/processed/bacterial blight/bacterial blight2505_.jpg,bacterial blight,1
output/processed/leaf miner/leaf miner396_.jpg,leaf miner,11
output/processed/mosaic/mosaic408_.jpg,mosaic,13
output/processed/anthracnose/anthracnose707_.jpg,anthracnose,0
output/processed/bacterial blight/bacterial blight2508_.jpg,bacterial blight,1
output/processed/bacterial blight/bacterial blight1092_.jpg,bacterial blight,1
output/processed/green mite/green mite989_.jpg,green mite,5
output/processed/leaf beetle/leaf beetle80_.jpg,leaf beetle,8
output/processed/red rust/red rust172_.jpg,red rust,14
output/processed/leaf blight/leaf blight185_.jpg,leaf blight,9
output/processed/bacterial blight/bacterial blight1097_.jpg,bacterial blight,1
output/processed/leaf spot/leaf spot113_.jpg,leaf spot,12
output/processed/septoria leaf spot/septoria leaf spot1137_.jpg,septoria leaf spot,15
output/processed/bacterial blight/bacterial blight638_.jpg,bacterial blight,1
output/processed/brown spot/brown spot667_.jpg,brown spot,2
output/processed/leaf curl/leaf curl352_.jpg,leaf curl,10
output/processed/leaf blight/leaf blight1284_.jpg,leaf blight,9
output/processed/bacterial blight/bacterial blight2295_.jpg,bacterial blight,1
output/processed/brown spot/brown spot1462_.jpg,brown spot,2
output/processed/streak virus/streak virus26_.jpg,streak virus,16
output/processed/verticulium wilt/verticulium wilt336_.jpg,verticulium wilt,17
output/processed/bacterial blight/bacterial blight2038_.jpg,bacterial blight,1
output/processed/healthy/healthy430_.jpg,healthy,7
output/processed/healthy/healthy1070_.jpg,healthy,7
output/processed/anthracnose/anthracnose349_.jpg,anthracnose,0
output/processed/leaf spot/leaf spot310_.jpg,leaf spot,12
output/processed/bacterial blight/bacterial blight2249_.jpg,bacterial blight,1
output/processed/mosaic/mosaic1164_.jpg,mosaic,13
output/processed/leaf spot/leaf spot968_.jpg,leaf spot,12
output/processed/leaf blight/leaf blight1011_.jpg,leaf blight,9
output/processed/brown spot/brown spot356_.jpg,brown spot,2
output/processed/leaf miner/leaf miner1245_.jpg,leaf miner,11
output/processed/leaf blight/leaf blight340_.jpg,leaf blight,9
output/processed/gumosis/gumosis142_.jpg,gumosis,6
output/processed/anthracnose/anthracnose1232_.jpg,anthracnose,0
output/processed/grasshoper/grasshoper203_.jpg,grasshoper,4
output/processed/grasshoper/grasshoper600_.jpg,grasshoper,4
output/processed/leaf miner/leaf miner1162_.jpg,leaf miner,11
output/processed/septoria leaf spot/septoria leaf spot877_.jpg,septoria leaf spot,15
output/processed/anthracnose/anthracnose1619_.jpg,anthracnose,0
output/processed/brown spot/brown spot272_.jpg,brown spot,2
output/processed/septoria leaf spot/septoria leaf spot1469_.jpg,septoria leaf spot,15
output/processed/anthracnose/anthracnose759_.jpg,anthracnose,0
output/processed/leaf beetle/leaf beetle369_.jpg,leaf beetle,8
output/processed/green mite/green mite670_.jpg,green mite,5
output/processed/red rust/red rust1132_.jpg,red rust,14
output/processed/streak virus/streak virus17_.jpg,streak virus,16
output/processed/fall armyworm/fall armyworm179_.jpg,fall armyworm,3
output/processed/septoria leaf spot/septoria leaf spot1758_.jpg,septoria leaf spot,15
output/processed/streak virus/streak virus605_.jpg,streak virus,16
output/processed/septoria leaf spot/septoria leaf spot1392_.jpg,septoria leaf spot,15
output/processed/anthracnose/anthracnose1062_.jpg,anthracnose,0
output/processed/mosaic/mosaic623_.jpg,mosaic,13
output/processed/anthracnose/anthracnose687_.jpg,anthracnose,0
output/processed/mosaic/mosaic284_.jpg,mosaic,13
output/processed/septoria leaf spot/septoria leaf spot600_.jpg,septoria leaf spot,15
output/processed/anthracnose/anthracnose1029_.jpg,anthracnose,0
output/processed/anthracnose/anthracnose739_.jpg,anthracnose,0
output/processed/fall armyworm/fall armyworm50_.jpg,fall armyworm,3
output/processed/streak virus/streak virus360_.jpg,streak virus,16
output/processed/verticulium wilt/verticulium wilt38_.jpg,verticulium wilt,17
output/processed/brown spot/brown spot197_.jpg,brown spot,2
output/processed/leaf curl/leaf curl89_.jpg,leaf curl,10
output/processed/leaf spot/leaf spot1045_.jpg,leaf spot,12
output/processed/leaf miner/leaf miner305_.jpg,leaf miner,11
output/processed/leaf blight/leaf blight893_.jpg,leaf blight,9
output/processed/red rust/red rust900_.jpg,red rust,14
output/processed/mosaic/mosaic788_.jpg,mosaic,13
output/processed/leaf curl/leaf curl348_.jpg,leaf curl,10
output/processed/fall armyworm/fall armyworm146_.jpg,fall armyworm,3
output/processed/healthy/healthy379_.jpg,healthy,7
output/processed/brown spot/brown spot702_.jpg,brown spot,2
output/processed/anthracnose/anthracnose195_.jpg,anthracnose,0
output/processed/leaf miner/leaf miner161_.jpg,leaf miner,11
output/processed/fall armyworm/fall armyworm176_.jpg,fall armyworm,3
output/processed/leaf miner/leaf miner194_.jpg,leaf miner,11
output/processed/mosaic/mosaic101_.jpg,mosaic,13
output/processed/verticulium wilt/verticulium wilt479_.jpg,verticulium wilt,17
output/processed/leaf beetle/leaf beetle704_.jpg,leaf beetle,8
output/processed/leaf miner/leaf miner367_.jpg,leaf miner,11
output/processed/mosaic/mosaic934_.jpg,mosaic,13
output/processed/leaf blight/leaf blight798_.jpg,leaf blight,9
output/processed/red rust/red rust1305_.jpg,red rust,14
output/processed/anthracnose/anthracnose1287_.jpg,anthracnose,0
output/processed/leaf spot/leaf spot354_ (1).jpg,leaf spot,12
output/processed/streak virus/streak virus512_.jpg,streak virus,16
output/processed/red rust/red rust742_.jpg,red rust,14
output/processed/red rust/red rust1306_.jpg,red rust,14
output/processed/brown spot/brown spot40_.jpg,brown spot,2
output/processed/bacterial blight/bacterial blight1714_.jpg,bacterial blight,1
output/processed/gumosis/gumosis307_.jpg,gumosis,6
output/processed/anthracnose/anthracnose858_.jpg,anthracnose,0
output/processed/leaf spot/leaf spot1245_.jpg,leaf spot,12
output/processed/brown spot/brown spot659_.jpg,brown spot,2
output/processed/leaf blight/leaf blight882_.jpg,leaf blight,9
output/processed/verticulium wilt/verticulium wilt574_.jpg,verticulium wilt,17
output/processed/leaf blight/leaf blight73_.jpg,leaf blight,9
output/processed/septoria leaf spot/septoria leaf spot717_.jpg,septoria leaf spot,15
output/processed/anthracnose/anthracnose1025_.jpg,anthracnose,0
output/processed/mosaic/mosaic123_.jpg,mosaic,13
output/processed/verticulium wilt/verticulium wilt408_.jpg,verticulium wilt,17
output/processed/streak virus/streak virus70_.jpg,streak virus,16
output/processed/bacterial blight/bacterial blight487_.jpg,bacterial blight,1
output/processed/leaf spot/leaf spot330_.jpg,leaf spot,12
output/processed/red rust/red rust108_.jpg,red rust,14
output/processed/septoria leaf spot/septoria leaf spot888_.jpg,septoria leaf spot,15
output/processed/septoria leaf spot/septoria leaf spot2246_-Cg0Ycu.jpg,septoria leaf spot,15
output/processed/mosaic/mosaic343_.jpg,mosaic,13
output/processed/leaf beetle/leaf beetle947_.jpg,leaf beetle,8
output/processed/healthy/healthy291_.jpg,healthy,7
output/processed/bacterial blight/bacterial blight1420_.jpg,bacterial blight,1
output/processed/brown spot/brown spot1068_.jpg,brown spot,2
output/processed/leaf miner/leaf miner934_.jpg,leaf miner,11
output/processed/healthy/healthy635_.jpg,healthy,7
output/processed/leaf miner/leaf miner526_.jpg,leaf miner,11
output/processed/bacterial blight/bacterial blight2432_.jpg,bacterial blight,1
output/processed/leaf blight/leaf blight1199_.jpg,leaf blight,9
output/processed/red rust/red rust1185_.jpg,red rust,14
output/processed/red rust/red rust902_.jpg,red rust,14
output/processed/grasshoper/grasshoper651_.jpg,grasshoper,4
output/processed/healthy/healthy1225_.jpg,healthy,7
output/processed/bacterial blight/bacterial blight156_.jpg,bacterial blight,1
output/processed/healthy/healthy578_.jpg,healthy,7
output/processed/mosaic/mosaic138_.jpg,mosaic,13
output/processed/brown spot/brown spot136_.jpg,brown spot,2
output/processed/leaf curl/leaf curl499_.jpg,leaf curl,10
output/processed/bacterial blight/bacterial blight1660_.jpg,bacterial blight,1
output/processed/verticulium wilt/leaf blight931_.jpg,verticulium wilt,17
output/processed/verticulium wilt/verticulium wilt67_.jpg,verticulium wilt,17
output/processed/leaf curl/leaf curl140_.jpg,leaf curl,10
output/processed/healthy/healthy612_.jpg,healthy,7
output/processed/septoria leaf spot/septoria leaf spot453_.jpg,septoria leaf spot,15
output/processed/healthy/healthy1275_.jpg,healthy,7
output/processed/red rust/red rust1291_.jpg,red rust,14
output/processed/leaf beetle/leaf beetle178_.jpg,leaf beetle,8
output/processed/anthracnose/anthracnose315_.jpg,anthracnose,0
output/processed/anthracnose/anthracnose1610_.jpg,anthracnose,0
output/processed/bacterial blight/bacterial blight91_.jpg,bacterial blight,1
output/processed/leaf miner/leaf miner317_.jpg,leaf miner,11
output/processed/verticulium wilt/verticulium wilt758_.jpg,verticulium wilt,17
output/processed/leaf miner/leaf miner622_.jpg,leaf miner,11
output/processed/leaf blight/leaf blight802_.jpg,leaf blight,9
output/processed/streak virus/streak virus642_.jpg,streak virus,16
output/processed/bacterial blight/bacterial blight1184_.jpg,bacterial blight,1
output/processed/verticulium wilt/verticulium wilt48_.jpg,verticulium wilt,17
output/processed/grasshoper/grasshoper389_.jpg,grasshoper,4
output/processed/leaf blight/leaf blight671_.jpg,leaf blight,9
output/processed/streak virus/streak virus492_.jpg,streak virus,16
output/processed/verticulium wilt/verticulium wilt176_.jpg,verticulium wilt,17
output/processed/bacterial blight/bacterial blight2173_.jpg,bacterial blight,1
output/processed/leaf spot/leaf spot92_.jpg,leaf spot,12
output/processed/bacterial blight/bacterial blight2605_.jpg,bacterial blight,1
output/processed/red rust/red rust1367_.jpg,red rust,14
output/processed/leaf miner/leaf miner911_.jpg,leaf miner,11
output/processed/healthy/healthy164_.jpg,healthy,7
output/processed/red rust/red rust1016_.jpg,red rust,14
output/processed/septoria leaf spot/septoria leaf spot1821_.jpg,septoria leaf spot,15
output/processed/septoria leaf spot/septoria leaf spot2086_-6FvvWS.jpg,septoria leaf spot,15
output/processed/leaf miner/leaf miner474_.jpg,leaf miner,11
output/processed/anthracnose/anthracnose547_.jpg,anthracnose,0
output/processed/leaf spot/leaf spot828_.jpg,leaf spot,12
output/processed/fall armyworm/fall armyworm104_.jpg,fall armyworm,3
output/processed/anthracnose/anthracnose569_.jpg,anthracnose,0
output/processed/brown spot/brown spot49_.jpg,brown spot,2
output/processed/red rust/red rust1253_.jpg,red rust,14
output/processed/green mite/green mite347_.jpg,green mite,5
output/processed/anthracnose/anthracnose196_.jpg,anthracnose,0
output/processed/mosaic/mosaic221_.jpg,mosaic,13
output/processed/anthracnose/anthracnose128_.jpg,anthracnose,0
output/processed/bacterial blight/bacterial blight659_.jpg,bacterial blight,1
output/processed/streak virus/streak virus1005_.jpg,streak virus,16
output/processed/grasshoper/grasshoper231_.jpg,grasshoper,4
output/processed/red rust/red rust1433_.jpg,red rust,14
output/processed/leaf spot/leaf spot376_.jpg,leaf spot,12
output/processed/septoria leaf spot/septoria leaf spot788_.jpg,septoria leaf spot,15
output/processed/septoria leaf spot/septoria leaf spot883_.jpg,septoria leaf spot,15
output/processed/leaf spot/leaf spot470_.jpg,leaf spot,12
output/processed/anthracnose/anthracnose1638_.jpg,anthracnose,0
output/processed/septoria leaf spot/septoria leaf spot1441_.jpg,septoria leaf spot,15
output/processed/anthracnose/anthracnose1063_.jpg,anthracnose,0
output/processed/healthy/healthy1335_.jpg,healthy,7
output/processed/streak virus/streak virus306_.jpg,streak virus,16
output/processed/streak virus/streak virus470_.jpg,streak virus,16
output/processed/bacterial blight/bacterial blight1948_.jpg,bacterial blight,1
output/processed/septoria leaf spot/septoria leaf spot940_.jpg,septoria leaf spot,15
output/processed/mosaic/mosaic17_.jpg,mosaic,13
output/processed/gumosis/gumosis359_.jpg,gumosis,6
output/processed/anthracnose/anthracnose1121_.jpg,anthracnose,0
output/processed/anthracnose/anthracnose1488_.jpg,anthracnose,0
output/processed/septoria leaf spot/septoria leaf spot643_.jpg,septoria leaf spot,15
output/processed/mosaic/mosaic694_.jpg,mosaic,13
output/processed/healthy/healthy210_.jpg,healthy,7
output/processed/red rust/red rust369_.jpg,red rust,14
output/processed/streak virus/streak virus540_.jpg,streak virus,16
output/processed/leaf spot/leaf spot179_.jpg,leaf spot,12
output/processed/bacterial blight/bacterial blight1631_.jpg,bacterial blight,1
output/processed/verticulium wilt/verticulium wilt133_.jpg,verticulium wilt,17
output/processed/healthy/healthy101_.jpg,healthy,7
output/processed/leaf curl/leaf curl390_.jpg,leaf curl,10
output/processed/bacterial blight/bacterial blight2615_.jpg,bacterial blight,1
output/processed/verticulium wilt/verticulium wilt418_.jpg,verticulium wilt,17
output/processed/healthy/healthy758_.jpg,healthy,7
output/processed/anthracnose/anthracnose1142_.jpg,anthracnose,0
output/processed/anthracnose/anthracnose1551_.jpg,anthracnose,0
output/processed/verticulium wilt/verticulium wilt71_.jpg,verticulium wilt,17
output/processed/grasshoper/grasshoper220_.jpg,grasshoper,4
output/processed/mosaic/mosaic706_.jpg,mosaic,13
output/processed/leaf miner/leaf miner515_.jpg,leaf miner,11
output/processed/red rust/red rust777_.jpg,red rust,14
output/processed/mosaic/mosaic1066_.jpg,mosaic,13
output/processed/leaf spot/leaf spot374_.jpg,leaf spot,12
output/processed/leaf beetle/leaf beetle108_.jpg,leaf beetle,8
output/processed/leaf spot/leaf spot766_.jpg,leaf spot,12
output/processed/mosaic/mosaic392_.jpg,mosaic,13
output/processed/leaf spot/leaf spot539_.jpg,leaf spot,12
output/processed/leaf beetle/leaf beetle11_.jpg,leaf beetle,8
output/processed/red rust/red rust190_.jpg,red rust,14
output/processed/leaf spot/leaf spot454_.jpg,leaf spot,12
output/processed/verticulium wilt/verticulium wilt187_.jpg,verticulium wilt,17
output/processed/bacterial blight/bacterial blight1823_.jpg,bacterial blight,1
output/processed/septoria leaf spot/septoria leaf spot513_.jpg,septoria leaf spot,15
output/processed/verticulium wilt/verticulium wilt416_.jpg,verticulium wilt,17
output/processed/mosaic/mosaic380_.jpg,mosaic,13
output/processed/streak virus/streak virus743_.jpg,streak virus,16
output/processed/grasshoper/grasshoper294_.jpg,grasshoper,4
output/processed/red rust/red rust1442_.jpg,red rust,14
output/processed/septoria leaf spot/septoria leaf spot1909_.jpg,septoria leaf spot,15
output/processed/bacterial blight/bacterial blight2348_.jpg,bacterial blight,1
output/processed/green mite/green mite267_.jpg,green mite,5
output/processed/bacterial blight/bacterial blight2507_.jpg,bacterial blight,1
output/processed/green mite/green mite726_.jpg,green mite,5
output/processed/grasshoper/grasshoper114_.jpg,grasshoper,4
output/processed/red rust/red rust46_.jpg,red rust,14
output/processed/grasshoper/grasshoper271_.jpg,grasshoper,4
output/processed/septoria leaf spot/septoria leaf spot90_.jpg,septoria leaf spot,15
output/processed/red rust/red rust623_.jpg,red rust,14
output/processed/mosaic/mosaic1183_.jpg,mosaic,13
output/processed/leaf blight/leaf blight442_.jpg,leaf blight,9
output/processed/streak virus/streak virus132_.jpg,streak virus,16
output/processed/red rust/red rust922_.jpg,red rust,14
output/processed/anthracnose/anthracnose1167_.jpg,anthracnose,0
output/processed/anthracnose/anthracnose319_.jpg,anthracnose,0
output/processed/anthracnose/anthracnose454_.jpg,anthracnose,0
output/processed/septoria leaf spot/septoria leaf spot2358_-x0cabs.jpg,septoria leaf spot,15
output/processed/brown spot/brown spot739_.jpg,brown spot,2
output/processed/leaf beetle/leaf beetle288_.jpg,leaf beetle,8
output/processed/bacterial blight/bacterial blight176_.jpg,bacterial blight,1
output/processed/septoria leaf spot/septoria leaf spot1800_.jpg,septoria leaf spot,15
output/processed/leaf miner/leaf miner543_.jpg,leaf miner,11
output/processed/bacterial blight/bacterial blight1269_.jpg,bacterial blight,1
output/processed/anthracnose/anthracnose1264_.jpg,anthracnose,0
output/processed/leaf curl/leaf curl17_.jpg,leaf curl,10
output/processed/healthy/healthy1289_.jpg,healthy,7
output/processed/leaf spot/leaf spot466_.jpg,leaf spot,12
output/processed/leaf blight/leaf blight437_.jpg,leaf blight,9
output/processed/leaf blight/leaf blight328_.jpg,leaf blight,9
output/processed/anthracnose/anthracnose468_.jpg,anthracnose,0
output/processed/healthy/healthy638_.jpg,healthy,7
output/processed/grasshoper/grasshoper654_.jpg,grasshoper,4
output/processed/grasshoper/grasshoper78_.jpg,grasshoper,4
output/processed/septoria leaf spot/septoria leaf spot2070_-wlmR1H.jpg,septoria leaf spot,15
output/processed/bacterial blight/bacterial blight2258_.jpg,bacterial blight,1
output/processed/bacterial blight/bacterial blight2194_.jpg,bacterial blight,1
output/processed/green mite/green mite832_.jpg,green mite,5
output/processed/streak virus/streak virus335_.jpg,streak virus,16
output/processed/fall armyworm/fall armyworm148_.jpg,fall armyworm,3
output/processed/anthracnose/anthracnose650_.jpg,anthracnose,0
output/processed/anthracnose/anthracnose1678_.jpg,anthracnose,0
output/processed/healthy/healthy184_.jpg,healthy,7
output/processed/streak virus/streak virus434_.jpg,streak virus,16
output/processed/bacterial blight/bacterial blight1756_.jpg,bacterial blight,1
output/processed/leaf spot/leaf spot1080_.jpg,leaf spot,12
output/processed/bacterial blight/bacterial blight1541_.jpg,bacterial blight,1
output/processed/gumosis/gumosis335_.jpg,gumosis,6
output/processed/leaf beetle/leaf beetle812_.jpg,leaf beetle,8
output/processed/anthracnose/anthracnose142_.jpg,anthracnose,0
output/processed/anthracnose/anthracnose1235_.jpg,anthracnose,0
output/processed/red rust/red rust85_.jpg,red rust,14
output/processed/anthracnose/anthracnose929_.jpg,anthracnose,0
output/processed/septoria leaf spot/septoria leaf spot2245_-IWgmlZ.jpg,septoria leaf spot,15
output/processed/red rust/red rust542_.jpg,red rust,14
output/processed/red rust/red rust362_.jpg,red rust,14
output/processed/bacterial blight/bacterial blight889_.jpg,bacterial blight,1
output/processed/healthy/healthy1039_.jpg,healthy,7
output/processed/leaf spot/leaf spot816_.jpg,leaf spot,12
output/processed/anthracnose/anthracnose1721_.jpg,anthracnose,0
output/processed/brown spot/brown spot1179_.jpg,brown spot,2
output/processed/leaf curl/leaf curl443_.jpg,leaf curl,10
output/processed/brown spot/brown spot1294_.jpg,brown spot,2
output/processed/bacterial blight/bacterial blight1444_.jpg,bacterial blight,1
output/processed/gumosis/gumosis184_.jpg,gumosis,6
output/processed/red rust/red rust651_.jpg,red rust,14
output/processed/brown spot/brown spot1134_.jpg,brown spot,2
output/processed/leaf spot/leaf spot504_.jpg,leaf spot,12
output/processed/verticulium wilt/verticulium wilt743_.jpg,verticulium wilt,17
output/processed/leaf curl/leaf curl175_.jpg,leaf curl,10
output/processed/septoria leaf spot/septoria leaf spot1916_-m87HtT.jpg,septoria leaf spot,15
output/processed/leaf spot/leaf spot229_.jpg,leaf spot,12
output/processed/leaf spot/leaf spot1039_.jpg,leaf spot,12
output/processed/brown spot/brown spot1122_.jpg,brown spot,2
output/processed/leaf beetle/leaf beetle677_.jpg,leaf beetle,8
output/processed/septoria leaf spot/septoria leaf spot1693_.jpg,septoria leaf spot,15
output/processed/streak virus/streak virus221_.jpg,streak virus,16
output/processed/septoria leaf spot/septoria leaf spot1974_-kwud9i.jpg,septoria leaf spot,15
output/processed/leaf blight/leaf blight255_.jpg,leaf blight,9
output/processed/gumosis/gumosis215_.jpg,gumosis,6
output/processed/grasshoper/grasshoper423_.jpg,grasshoper,4
output/processed/grasshoper/grasshoper51_.jpg,grasshoper,4
output/processed/leaf blight/leaf blight171_.jpg,leaf blight,9
output/processed/leaf spot/leaf spot1229_.jpg,leaf spot,12
output/processed/gumosis/gumosis153_.jpg,gumosis,6
output/processed/leaf blight/leaf blight136_.jpg,leaf blight,9
output/processed/leaf curl/leaf curl274_.jpg,leaf curl,10
output/processed/verticulium wilt/verticulium wilt130_.jpg,verticulium wilt,17
output/processed/leaf spot/leaf spot781_.jpg,leaf spot,12
output/processed/bacterial blight/bacterial blight593_.jpg,bacterial blight,1
output/processed/fall armyworm/fall armyworm3_.jpg,fall armyworm,3
output/processed/brown spot/brown spot1395_.jpg,brown spot,2
output/processed/leaf blight/leaf blight1157_.jpg,leaf blight,9
output/processed/grasshoper/grasshoper245_.jpg,grasshoper,4
output/processed/anthracnose/anthracnose595_.jpg,anthracnose,0
output/processed/bacterial blight/bacterial blight674_.jpg,bacterial blight,1
output/processed/brown spot/brown spot25_.jpg,brown spot,2
output/processed/anthracnose/anthracnose1350_.jpg,anthracnose,0
output/processed/septoria leaf spot/septoria leaf spot793_.jpg,septoria leaf spot,15
output/processed/bacterial blight/bacterial blight1731_.jpg,bacterial blight,1
output/processed/leaf beetle/leaf beetle143_.jpg,leaf beetle,8
output/processed/bacterial blight/bacterial blight2421_.jpg,bacterial blight,1
output/processed/healthy/healthy854_.jpg,healthy,7
output/processed/leaf beetle/leaf beetle727_.jpg,leaf beetle,8
output/processed/leaf miner/leaf miner1202_.jpg,leaf miner,11
output/processed/mosaic/mosaic145_.jpg,mosaic,13
output/processed/healthy/healthy126_.jpg,healthy,7
output/processed/bacterial blight/bacterial blight1684_.jpg,bacterial blight,1
output/processed/red rust/red rust1664_.jpg,red rust,14
output/processed/streak virus/streak virus864_.jpg,streak virus,16
output/processed/brown spot/brown spot1466_.jpg,brown spot,2
output/processed/brown spot/brown spot703_.jpg,brown spot,2
output/processed/mosaic/mosaic790_.jpg,mosaic,13
output/processed/leaf blight/leaf blight12_.jpg,leaf blight,9
